objectid,parentid,title,creator,date,object type,description,subject,current location,former location,format,display_template,object_location,image_small,image_thumb,object_transcript,notes,@
id_4176,,Membership Card: Deceased,,1947-07-21,membership card,"Mrs. Stanford Shearer, Jr. (Miss Carolyn Menditto)",Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4176.png,/objects/small/id_4176.png,/objects/thumbs/id_4176.png,,,
id_4177,,Membership Card: Deceased,,1938-01-17,membership card,Mrs. Minnie Shelly (Mrs. George Shelly),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4177.png,/objects/small/id_4177.png,/objects/thumbs/id_4177.png,,,
id_4178,,Membership Card: Deceased,,1899-12-18,membership card,Mr. George Sherman,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4178.png,/objects/small/id_4178.png,/objects/thumbs/id_4178.png,,,
id_4179,,Membership Card: Deceased,,1948-09-20,membership card,Dora B. Shirley,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4179.png,/objects/small/id_4179.png,/objects/thumbs/id_4179.png,,,
id_4180,,Membership Card: Deceased,,1897-06-21,membership card,Mrs. Mary E. Shronk (Charter Member),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4180.png,/objects/small/id_4180.png,/objects/thumbs/id_4180.png,,,
id_4181,,Membership Card: Deceased,,1933-02-01,membership card,Mr. Thomas Shrunk,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4181.png,/objects/small/id_4181.png,/objects/thumbs/id_4181.png,,,
id_4182,,Membership Card: Deceased,,1923-04-16,membership card,Miss Florence Shull,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4182.png,/objects/small/id_4182.png,/objects/thumbs/id_4182.png,,,
id_4183,,Membership Card: Deceased,,1930-06-01,membership card,Miss Anna Simon,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4183.png,/objects/small/id_4183.png,/objects/thumbs/id_4183.png,,,
id_4184,,Membership Card: Deceased,,1923-12-17,membership card,Mrs. Jennie Sines,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4184.png,/objects/small/id_4184.png,/objects/thumbs/id_4184.png,,,
id_4185,,Membership Card: Deceased,,1902-01-21,membership card,Mrs. Anna M. Sinkler,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4185.png,/objects/small/id_4185.png,/objects/thumbs/id_4185.png,,,
id_4186,,Membership Card: Deceased,,1923-04-16,membership card,Mrs. Iva Smith,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4186.png,/objects/small/id_4186.png,/objects/thumbs/id_4186.png,,,
id_4187,,Membership Card: Deceased,,1897-06-21,membership card,Mrs. L. Smith (Charter Member),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4187.png,/objects/small/id_4187.png,/objects/thumbs/id_4187.png,,,
id_4188,,Membership Card: Deceased,,1905-10-19,membership card,Mrs. Nellie Smith ,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4188.png,/objects/small/id_4188.png,/objects/thumbs/id_4188.png,,,
id_4189,,Membership Card: Deceased,,1921-03-21,membership card,Mrs. Sadie Smith,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4189.png,/objects/small/id_4189.png,/objects/thumbs/id_4189.png,,,
id_4190,,Membership Card: Deceased,,1936-04-20,membership card,Ida B. Snyder,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4190.png,/objects/small/id_4190.png,/objects/thumbs/id_4190.png,,,
id_4191,,Membership Card: Deceased,,1917-04-29,membership card,Mrs. Charles (Irene) Spain,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4191.png,/objects/small/id_4191.png,/objects/thumbs/id_4191.png,,,
id_4192,,Membership Card: Deceased,,1923-04-16,membership card,Mr. Frank K. Stahl,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4192.png,/objects/small/id_4192.png,/objects/thumbs/id_4192.png,,,
id_4193,,Membership Card: Deceased,,1930,membership card,Miss Mary Stahl,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4193.png,/objects/small/id_4193.png,/objects/thumbs/id_4193.png,,,
id_4194,,Membership Card: Deceased,,1926-05-17,membership card,Mrs. Julia Staley,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4194.png,/objects/small/id_4194.png,/objects/thumbs/id_4194.png,,,
id_4195,,Membership Card: Deceased,,1914-02-16,membership card,Mr. Stead,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4195.png,/objects/small/id_4195.png,/objects/thumbs/id_4195.png,,,
id_4196,,Membership Card: Deceased,,1914-02-16,membership card,Mrs. Delia Stead,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4196.png,/objects/small/id_4196.png,/objects/thumbs/id_4196.png,,,
id_4197,,Membership Card: Deceased,,1925-04-21,membership card,Mr. Ralph Steelman,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4197.png,/objects/small/id_4197.png,/objects/thumbs/id_4197.png,,,
id_4198,,Membership Card: Deceased,,1932-02-04,membership card,Mrs. Carl (Selma) Stein,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4198.png,/objects/small/id_4198.png,/objects/thumbs/id_4198.png,,,
id_4199,,Membership Card: Deceased,,1933,membership card,Mrs. Edwin Stevenson (Miss Caroline Hackert),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4199.png,/objects/small/id_4199.png,/objects/thumbs/id_4199.png,,,
id_4200,,Membership Card: Deceased,,1920-05-17,membership card,Mrs. Margaret Stevenson,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4200.png,/objects/small/id_4200.png,/objects/thumbs/id_4200.png,,,
id_4201,,Membership Card: Deceased,,1897-06-21,membership card,Mrs. J. T. Stewart (Charter Member),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4201.png,/objects/small/id_4201.png,/objects/thumbs/id_4201.png,,,
id_4202,,Membership Card: Deceased,,1927-02-21,membership card,Mr. William J. Stewart,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4202.png,/objects/small/id_4202.png,/objects/thumbs/id_4202.png,,,
id_4203,,Membership Card: Deceased,,1897-06-21,membership card,Virginia May Stores (Charter Member),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4203.png,/objects/small/id_4203.png,/objects/thumbs/id_4203.png,,,
id_4204,,Membership Card: Deceased,,1931-01-19,membership card,Mrs. Thomas (Margaret) Strang,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4204.png,/objects/small/id_4204.png,/objects/thumbs/id_4204.png,,,
id_4205,,Membership Card: Deceased,,1931-01-19,membership card,"Mr. Thomas Strang, Jr.",Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4205.png,/objects/small/id_4205.png,/objects/thumbs/id_4205.png,,,
id_4206,,Membership Card: Deceased,,1942-10-19,membership card,Marjorie Belle Strine,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4206.png,/objects/small/id_4206.png,/objects/thumbs/id_4206.png,,,
id_4207,,Membership Card: Deceased,,1921-12-19,membership card,Mrs. Elizabeth Sullivan,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4207.png,/objects/small/id_4207.png,/objects/thumbs/id_4207.png,,,
id_4208,,Membership Card: Deceased,,1903-01-19,membership card,Miss Addie M. Tanger,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4208.png,/objects/small/id_4208.png,/objects/thumbs/id_4208.png,,,
id_4209,,Membership Card: Deceased,,1900-11-19,membership card,William Templeton,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4209.png,/objects/small/id_4209.png,/objects/thumbs/id_4209.png,,,
id_4210,,Membership Card: Deceased,,1921-09-19,membership card,Miss Clara Thatford,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4210.png,/objects/small/id_4210.png,/objects/thumbs/id_4210.png,,,
id_4211,,Membership Card: Deceased,,1929-01-21,membership card,Mrs. J. A. Thomas,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4211.png,/objects/small/id_4211.png,/objects/thumbs/id_4211.png,,,
id_4212,,Membership Card: Deceased,,1899-03-20,membership card,Miss Maggie L. Thomas,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4212.png,/objects/small/id_4212.png,/objects/thumbs/id_4212.png,,,
id_4213,,Membership Card: Deceased,,1931-10-01,membership card,Mrs. Myra Threlfall,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4213.png,/objects/small/id_4213.png,/objects/thumbs/id_4213.png,,,
id_4214,,Membership Card: Deceased,,1933-07-24,membership card,Mr. and Mrs. Louis Toth,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4214.png,/objects/small/id_4214.png,/objects/thumbs/id_4214.png,,,
id_4215,,Membership Card: Deceased,,1928,membership card,Mr. James E. Townsend,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4215.png,/objects/small/id_4215.png,/objects/thumbs/id_4215.png,,,
id_4216,,Membership Card: Deceased,,1931-01-19,membership card,Mr. Eugene Trefts,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4216.png,/objects/small/id_4216.png,/objects/thumbs/id_4216.png,,,
id_4217,,Membership Card: Deceased,,1921-12-19,membership card,Mrs. Matilda Trefts (Mrs. Eugene Trefts),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4217.png,/objects/small/id_4217.png,/objects/thumbs/id_4217.png,,,
id_4218,,Membership Card: Deceased,,1955-01-17,membership card,Elizabeth Trout,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4218.png,/objects/small/id_4218.png,/objects/thumbs/id_4218.png,,,
id_4219,,Membership Card: Deceased,,1941-10-20,membership card,Mr. William A. Trout,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4219.png,/objects/small/id_4219.png,/objects/thumbs/id_4219.png,,,
id_4220,,Membership Card: Deceased,,1931-04-25,membership card,Mr. Howard Trueman,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4220.png,/objects/small/id_4220.png,/objects/thumbs/id_4220.png,,,
id_4221,,Membership Card: Deceased,,1951-01-22,membership card,Mr. and Mrs. Charles Ray Turner,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4221.png,/objects/small/id_4221.png,/objects/thumbs/id_4221.png,,,
id_4222,,Membership Card: Deceased,,1951-01-22,membership card,Mrs. Emma Turner (Mrs. Charles Ray Turner),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4222.png,/objects/small/id_4222.png,/objects/thumbs/id_4222.png,,,
id_4223,,Membership Card: Deceased,,1928-01-16,membership card,Mr. Walter Turner,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4223.png,/objects/small/id_4223.png,/objects/thumbs/id_4223.png,,,
id_4224,,Membership Card: Deceased,,1939-04-21,membership card,Mrs. Eva Underkoffer (Mrs. Charles Underkoffer),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4224.png,/objects/small/id_4224.png,/objects/thumbs/id_4224.png,,,
id_4225,,Membership Card: Deceased,,1925-04-21,membership card,Mr. Charles Underkoffer,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4225.png,/objects/small/id_4225.png,/objects/thumbs/id_4225.png,,,
id_4226,,Membership Card: Deceased,,1949-05-16,membership card,Miss Marjorie H. Urschel,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4226.png,/objects/small/id_4226.png,/objects/thumbs/id_4226.png,,,
id_4227,,Membership Card: Deceased,,1951-01-22,membership card,Edith P. Vallee,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4227.png,/objects/small/id_4227.png,/objects/thumbs/id_4227.png,,,
id_4228,,Membership Card: Deceased,,1922,membership card,Mrs. Charles (Ida) Vetter,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4228.png,/objects/small/id_4228.png,/objects/thumbs/id_4228.png,,,
id_4229,,Membership Card: Deceased,,1943-07-19,membership card,Mr. George Thomas Vile,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4229.png,/objects/small/id_4229.png,/objects/thumbs/id_4229.png,,,
id_4230,,Membership Card: Deceased,,1898-02-21,membership card,Mrs. Walker (Miss Carrie C. King),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4230.png,/objects/small/id_4230.png,/objects/thumbs/id_4230.png,,,
id_4231,,Membership Card: Deceased,,1908-03-16,membership card,Miss Francis E. Walton,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4231.png,/objects/small/id_4231.png,/objects/thumbs/id_4231.png,,,
id_4232,,Membership Card: Deceased,,1923-04-16,membership card,Mrs. Sadie Walton,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4232.png,/objects/small/id_4232.png,/objects/thumbs/id_4232.png,,,
id_4233,,Membership Card: Deceased,,1921-06-20,membership card,Mrs. Jennie Ward (Mrs. James Ward),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4233.png,/objects/small/id_4233.png,/objects/thumbs/id_4233.png,,,
id_4234,,Membership Card: Deceased,,1920-12-20,membership card,Mrs. Mary Ward,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4234.png,/objects/small/id_4234.png,/objects/thumbs/id_4234.png,,,
id_4235,,Membership Card: Deceased,,1922-12-18,membership card,Mrs. Freda Warsaw,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4235.png,/objects/small/id_4235.png,/objects/thumbs/id_4235.png,,,
id_4236,,Membership Card: Deceased,,1902-01-21,membership card,Miss Freda Wasow,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4236.png,/objects/small/id_4236.png,/objects/thumbs/id_4236.png,,,
id_4237,,Membership Card: Deceased,,1925-12-24,membership card,Mr. Jesse Watson (Miss Carrie Peterson),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4237.png,/objects/small/id_4237.png,/objects/thumbs/id_4237.png,,,
id_4238,,Membership Card: Deceased,,1898-04-18,membership card,Mrs. Elizabeth Watson,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4238.png,/objects/small/id_4238.png,/objects/thumbs/id_4238.png,,,
id_4239,,Membership Card: Deceased,,1898-04-18,membership card,Thomas J. Watson,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4239.png,/objects/small/id_4239.png,/objects/thumbs/id_4239.png,,,
id_4240,,Membership Card: Deceased,,1898-09-19,membership card,Mrs. Jesse Watson,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4240.png,/objects/small/id_4240.png,/objects/thumbs/id_4240.png,,,
id_4241,,Membership Card: Deceased,,1902-07-21,membership card,Mrs. Sarah Watson,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4241.png,/objects/small/id_4241.png,/objects/thumbs/id_4241.png,,,
