objectid,parentid,title,creator,date,object type,description,subject,current location,former location,format,display_template,object_location,image_small,image_thumb,object_transcript,notes,@
id_4065,,Membership Card: Deceased,,1923-04-16,membership card,Miss Elizabeth Measey,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4065.png,/objects/small/id_4065.png,/objects/thumbs/id_4065.png,,,
id_4066,,Membership Card: Deceased,,1901-12-16,membership card,Mrs. Margaret Meehan,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4066.png,/objects/small/id_4066.png,/objects/thumbs/id_4066.png,,,
id_4067,,Membership Card: Deceased,,1897-06-21,membership card,Mrs. A. Melvin (Charter Member),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4067.png,/objects/small/id_4067.png,/objects/thumbs/id_4067.png,,,
id_4068,,Membership Card: Deceased,,1936-07-13,membership card,Mrs. Mary Menna,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4068.png,/objects/small/id_4068.png,/objects/thumbs/id_4068.png,,,
id_4069,,Membership Card: Deceased,,1902-01-21,membership card,Mrs. Ida Mercer,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4069.png,/objects/small/id_4069.png,/objects/thumbs/id_4069.png,,,
id_4070,,Membership Card: Deceased,,1944-07-17,membership card,Mrs. Anna Merkis,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4070.png,/objects/small/id_4070.png,/objects/thumbs/id_4070.png,,,
id_4071,,Membership Card: Deceased,,1938-10-17,membership card,Mr. John Mickel,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4071.png,/objects/small/id_4071.png,/objects/thumbs/id_4071.png,,,
id_4072,,Membership Card: Deceased,,1924,membership card,Mrs. Miller,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4072.png,/objects/small/id_4072.png,/objects/thumbs/id_4072.png,,,
id_4073,,Membership Card: Deceased,,1913-07-17,membership card,Alfred Mohr,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4073.png,/objects/small/id_4073.png,/objects/thumbs/id_4073.png,,,
id_4074,,Membership Card: Deceased,,1900-01-15,membership card,Edward Mohr,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4074.png,/objects/small/id_4074.png,/objects/thumbs/id_4074.png,,,
id_4075,,Membership Card: Deceased,,1898-01-17,membership card,Mrs. Emma Mohr,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4075.png,/objects/small/id_4075.png,/objects/thumbs/id_4075.png,,,
id_4076,,Membership Card: Deceased,,1904-03-21,membership card,Mrs. Alice Morrison,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4076.png,/objects/small/id_4076.png,/objects/thumbs/id_4076.png,,,
id_4077,,Membership Card: Deceased,,1898-12-19,membership card,Mrs. Emma Mortimer,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4077.png,/objects/small/id_4077.png,/objects/thumbs/id_4077.png,,,
id_4078,,Membership Card: Deceased,,1898-12-19,membership card,Frank L. Mortimer,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4078.png,/objects/small/id_4078.png,/objects/thumbs/id_4078.png,,,
id_4079,,Membership Card: Deceased,,1905-05-15,membership card,Frank W. Mortimer,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4079.png,/objects/small/id_4079.png,/objects/thumbs/id_4079.png,,,
id_4080,,Membership Card: Deceased,,1920-12-20,membership card,Mrs. Anna (Victor) Moser,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4080.png,/objects/small/id_4080.png,/objects/thumbs/id_4080.png,,,
id_4081,,Membership Card: Deceased,,1920-12-20,membership card,Mr. Victor Moser,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4081.png,/objects/small/id_4081.png,/objects/thumbs/id_4081.png,,,
id_4082,,Membership Card: Deceased,,1932-04-25,membership card,Mr. Victor Mower,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4082.png,/objects/small/id_4082.png,/objects/thumbs/id_4082.png,,,
id_4083,,Membership Card: Deceased,,1898-02-21,membership card,Mrs. Levi Moyer (Miss Ida M. Potts),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4083.png,/objects/small/id_4083.png,/objects/thumbs/id_4083.png,,,
id_4084,,Membership Card: Deceased,,1899-06-19,membership card,Levi Moyer,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4084.png,/objects/small/id_4084.png,/objects/thumbs/id_4084.png,,,
id_4085,,Membership Card: Deceased,,1935-01-21,membership card,William Muhlig,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4085.png,/objects/small/id_4085.png,/objects/thumbs/id_4085.png,,,
id_4086,,Membership Card: Deceased,,1917-03-19,membership card,Mrs. Murdock,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4086.png,/objects/small/id_4086.png,/objects/thumbs/id_4086.png,,,
id_4087,,Membership Card: Deceased,,1897-08-16,membership card,Mrs. Harry Murphy (Miss Melvina Place),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4087.png,/objects/small/id_4087.png,/objects/thumbs/id_4087.png,,,
id_4088,,Membership Card: Deceased,,1899-06-19,membership card,Miss Mary E. Murphy,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4088.png,/objects/small/id_4088.png,/objects/thumbs/id_4088.png,,,
id_4089,,Membership Card: Deceased,,1930-06-01,membership card,Mrs. Mary Musitano,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4089.png,/objects/small/id_4089.png,/objects/thumbs/id_4089.png,,,
id_4090,,Membership Card: Deceased,,1921-12-19,membership card,Miss Maude Nethery,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4090.png,/objects/small/id_4090.png,/objects/thumbs/id_4090.png,,,
id_4091,,Membership Card: Deceased,,1921-12-19,membership card,Mrs. Sarah Nethery,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4091.png,/objects/small/id_4091.png,/objects/thumbs/id_4091.png,,,
id_4092,,Membership Card: Deceased,,1921-12-19,membership card,Mr. William Thomas Nethery,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4092.png,/objects/small/id_4092.png,/objects/thumbs/id_4092.png,,,
id_4093,,Membership Card: Deceased,,1914-05-24,membership card,John L. Newkirk,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4093.png,/objects/small/id_4093.png,/objects/thumbs/id_4093.png,,,
id_4094,,Membership Card: Deceased,,1922-04-17,membership card,Mr. Daniel Nicolai,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4094.png,/objects/small/id_4094.png,/objects/thumbs/id_4094.png,,,
id_4095,,Membership Card: Deceased,,1922-04-17,membership card,Mrs. Martha Nicolai,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4095.png,/objects/small/id_4095.png,/objects/thumbs/id_4095.png,,,
id_4096,,Membership Card: Deceased,,1897-06-21,membership card,Horace T. Nolen (Charter Member),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4096.png,/objects/small/id_4096.png,/objects/thumbs/id_4096.png,,,
id_4097,,Membership Card: Deceased,,1929,membership card,Miss Mary Noll,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4097.png,/objects/small/id_4097.png,/objects/thumbs/id_4097.png,,,
id_4098,,Membership Card: Deceased,,1927-05-24,membership card,Mrs. Hellen Orsatti,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4098.png,/objects/small/id_4098.png,/objects/thumbs/id_4098.png,,,
id_4099,,Membership Card: Deceased,,1930-06-01,membership card,Mrs. Gotlieb (Elizabeth) Ortlieb,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4099.png,/objects/small/id_4099.png,/objects/thumbs/id_4099.png,,,
id_4100,,Membership Card: Deceased,,1930-06-01,membership card,Mr. Gotlieb Ortlieb,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4100.png,/objects/small/id_4100.png,/objects/thumbs/id_4100.png,,,
id_4101,,Membership Card: Deceased,,1924-12-17,membership card,Mr. Anton Ostry,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4101.png,/objects/small/id_4101.png,/objects/thumbs/id_4101.png,,,
id_4102,,Membership Card: Deceased,,1924-12-17,membership card,Mrs. Anton (Helen) Ostry,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4102.png,/objects/small/id_4102.png,/objects/thumbs/id_4102.png,,,
id_4103,,Membership Card: Deceased,,1920-12-20,membership card,Mr. Edgar Overstreet,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4103.png,/objects/small/id_4103.png,/objects/thumbs/id_4103.png,,,
id_4104,,Membership Card: Deceased,,1915-01-18,membership card,Elwood C. Panghorn,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4104.png,/objects/small/id_4104.png,/objects/thumbs/id_4104.png,,,
id_4105,,Membership Card: Deceased,,1906-10-15,membership card,Thomas Pangborn,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4105.png,/objects/small/id_4105.png,/objects/thumbs/id_4105.png,,,
id_4106,,Membership Card: Deceased,,1935-01-21,membership card,Mrs. T. A. Parent,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4106.png,/objects/small/id_4106.png,/objects/thumbs/id_4106.png,,,
id_4107,,Membership Card: Deceased,,1906-09-17,membership card,Laurie Parker,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4107.png,/objects/small/id_4107.png,/objects/thumbs/id_4107.png,,,
id_4108,,Membership Card: Deceased,,1903-04-20,membership card,William J. (L.) Parker,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4108.png,/objects/small/id_4108.png,/objects/thumbs/id_4108.png,,,
id_4109,,Membership Card: Deceased,,1925-01-19,membership card,Mr. L. A. Parker,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4109.png,/objects/small/id_4109.png,/objects/thumbs/id_4109.png,,,
id_4110,,Membership Card: Deceased,,1928-05-22,membership card,Mrs. David (Elizabeth) Patterson,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4110.png,/objects/small/id_4110.png,/objects/thumbs/id_4110.png,,,
id_4111,,Membership Card: Deceased,,1928-05-22,membership card,Mr. David Patterson,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4111.png,/objects/small/id_4111.png,/objects/thumbs/id_4111.png,,,
id_4112,,Membership Card: Deceased,,1926-09-20,membership card,Mrs. John Peart,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4112.png,/objects/small/id_4112.png,/objects/thumbs/id_4112.png,,,
id_4113,,Membership Card: Deceased,,1920-01-19,membership card,Clara Louise Peck,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4113.png,/objects/small/id_4113.png,/objects/thumbs/id_4113.png,,,
id_4114,,Membership Card: Deceased,,1899-06-19,membership card,Mrs. Emily Peters,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4114.png,/objects/small/id_4114.png,/objects/thumbs/id_4114.png,,,
id_4115,,Membership Card: Deceased,,1926-09-20,membership card,Mrs. Rosa Pittman,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4115.png,/objects/small/id_4115.png,/objects/thumbs/id_4115.png,,,
id_4116,,Membership Card: Deceased,,1914-10-21,membership card,Mrs. M. G. (Emma) Place,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4116.png,/objects/small/id_4116.png,/objects/thumbs/id_4116.png,,,
id_4117,,Membership Card: Deceased,,1898-02-21,membership card,Mrs. Maggie Pollock,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4117.png,/objects/small/id_4117.png,/objects/thumbs/id_4117.png,,,
id_4118,,Membership Card: Deceased,,1923-12-17,membership card,Mr. John Poscuvay,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4118.png,/objects/small/id_4118.png,/objects/thumbs/id_4118.png,,,
id_4119,,Membership Card: Deceased,,1897-10-18,membership card,Mrs. Emily Potts,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4119.png,/objects/small/id_4119.png,/objects/thumbs/id_4119.png,,,
id_4120,,Membership Card: Deceased,,1897-06-21,membership card,John A. Potts (Charter Member),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4120.png,/objects/small/id_4120.png,/objects/thumbs/id_4120.png,,,
id_4121,,Membership Card: Deceased,,1924-12-17,membership card,Mr. Harry Powell,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4121.png,/objects/small/id_4121.png,/objects/thumbs/id_4121.png,,,
id_4122,,Membership Card: Deceased,,1897-06-21,membership card,Carrie E. Press (Charter Member),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4122.png,/objects/small/id_4122.png,/objects/thumbs/id_4122.png,,,
id_4123,,Membership Card: Deceased,,1935-01-01,membership card,Mr. Mark Presser,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4123.png,/objects/small/id_4123.png,/objects/thumbs/id_4123.png,,,
id_4124,,Membership Card: Deceased,,1933-04-17,membership card,Mrs. Lewis W. Prickett,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4124.png,/objects/small/id_4124.png,/objects/thumbs/id_4124.png,,,
id_4125,,Membership Card: Deceased,,1900-07-16,membership card,Miss Anna Prince,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4125.png,/objects/small/id_4125.png,/objects/thumbs/id_4125.png,,,
id_4126,,Membership Card: Deceased,,1925-10-19,membership card,Mrs. Josephine Quigley,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4126.png,/objects/small/id_4126.png,/objects/thumbs/id_4126.png,,,
id_4127,,Membership Card: Deceased,,1925-10-19,membership card,Mrs. Margaret Quinton,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4127.png,/objects/small/id_4127.png,/objects/thumbs/id_4127.png,,,
id_4128,,Membership Card: Deceased,,1933-01-16,membership card,Mr. William B. Rauch,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4128.png,/objects/small/id_4128.png,/objects/thumbs/id_4128.png,,,
id_4129,,Membership Card: Deceased,,1922-09-18,membership card,Mrs. Susan Redding,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4129.png,/objects/small/id_4129.png,/objects/thumbs/id_4129.png,,,
id_4130,,Membership Card: Deceased,,1924-03-17,membership card,Mrs. Regan,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4130.png,/objects/small/id_4130.png,/objects/thumbs/id_4130.png,,,
id_4131,,Membership Card: Deceased,,1897-06-21,membership card,Mr. Charles. P. Reinhardt (Charter Member),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4131.png,/objects/small/id_4131.png,/objects/thumbs/id_4131.png,,,
id_4132,,Membership Card: Deceased,,1897-06-21,membership card,Mrs. Emma G. Reinhardt (Charter Member),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4132.png,/objects/small/id_4132.png,/objects/thumbs/id_4132.png,,,
id_4133,,Membership Card: Deceased,,1901-02-18,membership card,Frederick Reinhardt,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4133.png,/objects/small/id_4133.png,/objects/thumbs/id_4133.png,,,
id_4134,,Membership Card: Deceased,,1920-12-20,membership card,Miss Jessie Rennie,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4134.png,/objects/small/id_4134.png,/objects/thumbs/id_4134.png,,,
id_4135,,Membership Card: Deceased,,1921-05-21,membership card,Mrs. Mary Rennie,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4135.png,/objects/small/id_4135.png,/objects/thumbs/id_4135.png,,,
id_4136,,Membership Card: Deceased,,1898-05-16,membership card,Mrs. Adaline Rhiel,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4136.png,/objects/small/id_4136.png,/objects/thumbs/id_4136.png,,,
id_4137,,Membership Card: Deceased,,1902,membership card,George L. Riehl,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4137.png,/objects/small/id_4137.png,/objects/thumbs/id_4137.png,,,
id_4138,,Membership Card: Deceased,,1923-08-27,membership card,Mrs. Ada K. Rigdon,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4138.png,/objects/small/id_4138.png,/objects/thumbs/id_4138.png,,,
id_4139,,Membership Card: Deceased,,1900-12-17,membership card,Mrs. Ellen Righter,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4139.png,/objects/small/id_4139.png,/objects/thumbs/id_4139.png,,,
id_4140,,Membership Card: Deceased,,1901-03-18,membership card,Joseph O. Righter,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4140.png,/objects/small/id_4140.png,/objects/thumbs/id_4140.png,,,
id_4141,,Membership Card: Deceased,,1897-06-21,membership card,Mrs. Emma Roberts (Charter Member),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4141.png,/objects/small/id_4141.png,/objects/thumbs/id_4141.png,,,
id_4142,,Membership Card: Deceased,,1914-03-16,membership card,William C. Robinson,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4142.png,/objects/small/id_4142.png,/objects/thumbs/id_4142.png,,,
id_4143,,Membership Card: Deceased,,1914-03-16,membership card,William J. Robinson,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4143.png,/objects/small/id_4143.png,/objects/thumbs/id_4143.png,,,
id_4144,,Membership Card: Deceased,,1913-12-15,membership card,Miss Adele M. Romick,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4144.png,/objects/small/id_4144.png,/objects/thumbs/id_4144.png,,,
id_4145,,Membership Card: Deceased,,1951-01-22,membership card,Mrs. Fannie Ross,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4145.png,/objects/small/id_4145.png,/objects/thumbs/id_4145.png,,,
id_4146,,Membership Card: Deceased,,1920-12-20,membership card,Mrs. Nancy Rushton,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4146.png,/objects/small/id_4146.png,/objects/thumbs/id_4146.png,,,
id_4147,,Membership Card: Deceased,,1926-09-20,membership card,Mrs. M. H. Russum,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4147.png,/objects/small/id_4147.png,/objects/thumbs/id_4147.png,,,
id_4148,,Membership Card: Deceased,,1924-03-17,membership card,Mr. Edgar Sampson,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4148.png,/objects/small/id_4148.png,/objects/thumbs/id_4148.png,,,
id_4149,,Membership Card: Deceased,,1897-11-15,membership card,Mr. Elmer Sandy,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4149.png,/objects/small/id_4149.png,/objects/thumbs/id_4149.png,,,
id_4150,,Membership Card: Deceased,,1961-04-02,membership card,Mrs. Vera Satko,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4150.png,/objects/small/id_4150.png,/objects/thumbs/id_4150.png,,,
id_4151,,Membership Application,,1961-04-02,membership application,Mrs. Vera Satko,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4151.png,/objects/small/id_4151.png,/objects/thumbs/id_4151.png,,,
id_4152,,Membership Card: Deceased,,1923-12-17,membership card,Miss Anna I. Schaffer,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4152.png,/objects/small/id_4152.png,/objects/thumbs/id_4152.png,,,
id_4153,,Membership Card: Deceased,,1921-02-21,membership card,Mr. Edwin Schaffer,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4153.png,/objects/small/id_4153.png,/objects/thumbs/id_4153.png,,,
id_4154,,Membership Card: Deceased,,1920-12-20,membership card,Miss Ida M. Scheetz,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4154.png,/objects/small/id_4154.png,/objects/thumbs/id_4154.png,,,
id_4155,,Membership Card: Deceased,,1921-06-20,membership card,Mrs. Sophie Scheetz,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4155.png,/objects/small/id_4155.png,/objects/thumbs/id_4155.png,,,
id_4156,,Membership Card: Deceased,,1941-01-20,membership card,Mrs. Elsa Scheffler (Mrs. Ernest Scheffler),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4156.png,/objects/small/id_4156.png,/objects/thumbs/id_4156.png,,,
id_4157,,Membership Card: Deceased,,1925-04-26,membership card,Mr. Harvey W. Schock,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4157.png,/objects/small/id_4157.png,/objects/thumbs/id_4157.png,,,
id_4158,,Membership Card: Deceased,,1950-01-16,membership card,Mr. Henry Schlegel,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4158.png,/objects/small/id_4158.png,/objects/thumbs/id_4158.png,,,
id_4159,,Membership Card: Deceased,,1931-04-25,membership card,Mrs. Fred Schmidt,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4159.png,/objects/small/id_4159.png,/objects/thumbs/id_4159.png,,,
id_4160,,Membership Card: Deceased,,1942-04-20,membership card,Mrs. E. May Schmidt,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4160.png,/objects/small/id_4160.png,/objects/thumbs/id_4160.png,,,
id_4161,,Membership Card: Deceased,,1921-10-19,membership card,Mrs. Ella Schock,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4161.png,/objects/small/id_4161.png,/objects/thumbs/id_4161.png,,,
id_4162,,Membership Card: Deceased,,1924-09-28,membership card,Mrs. C. A. Schreiter,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4162.png,/objects/small/id_4162.png,/objects/thumbs/id_4162.png,,,
id_4163,,Membership Card: Deceased,,1921-02-21,membership card,Mrs. Elizabeth R. Schumacher,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4163.png,/objects/small/id_4163.png,/objects/thumbs/id_4163.png,,,
id_4164,,Membership Card: Deceased,,1923-08-27,membership card,Mr. Scott; Son: Mr. Frank B. Scott,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4164.png,/objects/small/id_4164.png,/objects/thumbs/id_4164.png,,,
id_4165,,Membership Card: Deceased,,1899-06-19,membership card,Mrs. Katie Scott,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4165.png,/objects/small/id_4165.png,/objects/thumbs/id_4165.png,,,
id_4166,,Membership Card: Deceased,,1897-06-21,membership card,Mrs. Maggie Scott (Charter Member),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4166.png,/objects/small/id_4166.png,/objects/thumbs/id_4166.png,,,
id_4167,,Membership Card: Deceased,,1897-06-21,membership card,Winfield Scott (Charter Member),Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4167.png,/objects/small/id_4167.png,/objects/thumbs/id_4167.png,,,
id_4168,,Membership Card: Deceased,,1914-01-19,membership card,William Shadle,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4168.png,/objects/small/id_4168.png,/objects/thumbs/id_4168.png,,,
id_4169,,Membership Card: Deceased,,1941-01-20,membership card,Mrs. Mary B. Shaffer,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4169.png,/objects/small/id_4169.png,/objects/thumbs/id_4169.png,,,
id_4170,,Membership Card: Deceased,,1923-08-27,membership card,Mr. H. Sharp,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4170.png,/objects/small/id_4170.png,/objects/thumbs/id_4170.png,,,
id_4171,,Membership Card: Deceased,,1923-08-27,membership card,Mrs. H. Sharp,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4171.png,/objects/small/id_4171.png,/objects/thumbs/id_4171.png,,,
id_4172,,Membership Card: Deceased,,1925-01-19,membership card,Dr. Jennie Sharp,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4172.png,/objects/small/id_4172.png,/objects/thumbs/id_4172.png,,,
id_4173,,Membership Card: Deceased,,1942-01-19,membership card,Mrs. Martha J. Sharp,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4173.png,/objects/small/id_4173.png,/objects/thumbs/id_4173.png,,,
id_4174,,Membership Card: Deceased,,1915-03-15,membership card,Barbara Shaw,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4174.png,/objects/small/id_4174.png,/objects/thumbs/id_4174.png,,,
id_4175,,Membership Card: Deceased,,1915-03-15,membership card,Harry Shaw,Members; Family; Baptism; Funeral,,Membership Card Drawers,image/png,image,/objects/membershipcards3/id_4175.png,/objects/small/id_4175.png,/objects/thumbs/id_4175.png,,,
